symbol,cvm_code,long_name,short_name,floatShares,website,sectorKey,sector,industry,country,fax,cep,CVM_CODE
LUXM4.SA,,Trevisa Investimentos S.A.,TREVISA     PN,6308360.0,https://www.trevisa.com.br,Industrials,Industrials,Marine Shipping,Brazil,,90810-240,8192.0
LVTC3.SA,"1592    25895
Name: CD_CVM, dtype: int64",Livetech da Bahia Indústria e Comércio S.A.,WDC NETWORKSON      NM,63438217.0,https://wdcnet.com.br,Communication Services,Communication Services,Telecom Services,Brazil,,45658-335,25895.0
LWSA3.SA,,Locaweb Serviços de Internet S.A.,LWSA        ON      NM,320453913.0,https://www.locaweb.com.br,Technology,Technology,Software - Infrastructure,Brazil,,05707-001,24910.0
MAPT3.SA,"550    13854
Name: CD_CVM, dtype: int64",Cemepe Investimentos S.A.,CEMEPE      ON,35690.0,https://www.cemepe.com.br,Financial Services,Financial Services,Asset Management,Brazil,,20060-070,13854.0
MAPT4.SA,"550    13854
Name: CD_CVM, dtype: int64",Cemepe Investimentos S.A.,CEMEPE      PN,35690.0,https://www.cemepe.com.br,Financial Services,Financial Services,Asset Management,Brazil,,20060-070,13854.0
MATD3.SA,"1348    25690
Name: CD_CVM, dtype: int64",Hospital Mater Dei S.A.,MATER DEI   ON      NM,133048453.0,https://www.materdei.com.br,Healthcare,Healthcare,Medical Care Facilities,Brazil,,30190-081,25690.0
MBLY3.SA,"1758    25461
Name: CD_CVM, dtype: int64",Mobly S.A.,MOBLY       ON      NM,46429747.0,https://www.mobly.com.br,Consumer Cyclical,Consumer Cyclical,Specialty Retail,Brazil,,04730-090,25461.0
MDIA3.SA,,M. Dias Branco S.A. Indústria e Comércio de Alimentos,M.DIASBRANCOON  EJ  NM,23601381.0,https://mdiasbranco.com.br,Consumer Defensive,Consumer Defensive,Packaged Foods,Brazil,,61766-650,20338.0
MDNE3.SA,"1776    21067
1777    21067
Name: CD_CVM, dtype: int64",Moura Dubeux Engenharia S.A.,MOURA DUBEUXON      NM,56454735.0,https://www.mouradubeux.com.br,Real Estate,Real Estate,Real Estate Services,Brazil,,,21067.0
MEAL3.SA,"1452    23574
Name: CD_CVM, dtype: int64",International Meal Company Alimentação S.A.,IMC S/A     ON      NM,254840683.0,https://www.internationalmealcompany.com,Consumer Cyclical,Consumer Cyclical,Restaurants,Brazil,,,23574.0
MELK3.SA,"1709    25119
Name: CD_CVM, dtype: int64",Melnick Desenvolvimento Imobiliário S.A.,MELNICK     ON  ED  NM,151573561.0,https://www.melnickeven.com.br,Real Estate,Real Estate,Real Estate Services,Brazil,,90450-120,25119.0
MERC4.SA,,"Mercantil Financeira S.A. - Crédito, Financiamento e Investimento",MERC FINANC PN,1929231.0,,Financial Services,Financial Services,Banks - Regional,Brazil,,30160-912,8540.0
MGEL4.SA,"1652    8397
Name: CD_CVM, dtype: int64",Mangels Industrial S.A.,MANGELS INDLPN,2057833.0,https://www.mangels.com.br,Basic Materials,Basic Materials,Steel,Brazil,,37418-760,8397.0
MGLU3.SA,"1636    22470
Name: CD_CVM, dtype: int64",Magazine Luiza S.A.,MAGAZ LUIZA ON      NM,356156962.0,https://www.magazineluiza.com.br,Consumer Cyclical,Consumer Cyclical,Specialty Retail,Brazil,,,22470.0
MILS3.SA,"1744    22012
1745    22012
Name: CD_CVM, dtype: int64","Mills Locação, Serviços e Logística S.A.",MILLS       ON      NM,167410242.0,https://www.mills.com.br,Industrials,Industrials,Rental & Leasing Services,Brazil,,,22012.0
MLAS3.SA,,Multilaser Industrial S.A.,MULTILASER  ON      NM,191312192.0,https://www.multilaser.com.br,Technology,Technology,Electronics & Computer Distribution,Brazil,,01452-000,26034.0
MNDL3.SA,,Mundial S.A. - Produtos de Consumo,MUNDIAL     ON,4878248.0,https://www.mundial.com,Consumer Defensive,Consumer Defensive,Household & Personal Products,Brazil,55 11 3520 1523,04103-000,5312.0
MNPR3.SA,,Minupar Participações S.A.,MINUPAR     ON,1517646.0,https://www.minupar.com.br,Consumer Defensive,Consumer Defensive,Farm Products,Brazil,,95913-162,13765.0
MOAR3.SA,"1765    8893
1766    8893
Name: CD_CVM, dtype: int64",Monteiro Aranha S.A.,MONT ARANHA ON,563679.0,https://www.monteiroaranha.com.br,Industrials,Industrials,Conglomerates,Brazil,55 21 2285 7836,22430-060,8893.0
MOVI3.SA,"1780    23825
1781    23825
Name: CD_CVM, dtype: int64",Movida Participações S.A.,MOVIDA      ON      NM,151219502.0,https://ri.movida.com.br,Industrials,Industrials,Rental & Leasing Services,Brazil,55 11 2377 7000,04530-001,23825.0
MRFG3.SA,"1661    20788
Name: CD_CVM, dtype: int64",Marfrig Global Foods S.A.,MARFRIG     ON      NM,285573376.0,https://www.marfrig.com.br,Consumer Defensive,Consumer Defensive,Packaged Foods,Brazil,,05319-000,20788.0
MRSA3B.SA,"1783    17949
Name: CD_CVM, dtype: int64",MRS Logística S.A.,MRS LOGISTICA,5187947.0,https://www.mrs.com.br,Industrials,Industrials,Railroads,Brazil,,22250-906,17949.0
MRSA5B.SA,"1783    17949
Name: CD_CVM, dtype: int64",MRS Logística S.A.,MRS LOGISTICA,5187947.0,https://www.mrs.com.br,Industrials,Industrials,Railroads,Brazil,,22250-906,17949.0
MRSA6B.SA,"1783    17949
Name: CD_CVM, dtype: int64",MRS Logística S.A.,MRS LOGISTICA,5187947.0,https://www.mrs.com.br,Industrials,Industrials,Railroads,Brazil,,22250-906,17949.0
MRVE3.SA,"1784    20915
Name: CD_CVM, dtype: int64",MRV Engenharia e Participações S.A.,MRV         ON      NM,318688583.0,https://www.mrv.com.br,Real Estate,Real Estate,Real Estate - Development,Brazil,55 31 3615 7155,30455-610,20915.0
MSPA3.SA,,Companhia Melhoramentos de São Paulo,MELHOR SP   ON,756372.0,https://www.melhoramentos.com.br,Basic Materials,Basic Materials,Lumber & Wood Production,Brazil,,05051-000,3654.0
MSPA4.SA,,Companhia Melhoramentos de São Paulo,MELHOR SP   PN,756372.0,https://www.melhoramentos.com.br,Basic Materials,Basic Materials,Lumber & Wood Production,Brazil,,05051-000,3654.0
MTRE3.SA,"1754    24902
Name: CD_CVM, dtype: int64",Mitre Realty Empreendimentos e Participações S.A.,MITRE REALTYON  ED  NM,52672687.0,https://www.mitrerealty.com.br,Real Estate,Real Estate,Real Estate - Development,Brazil,,01418-002,24902.0
MTSA4.SA,,METISA Metalúrgica Timboense S.A.,METISA      PN,3135242.0,https://www.metisa.com.br,Industrials,Industrials,Farm & Heavy Construction Machinery,Brazil,,89120-000,8753.0
MULT3.SA,,Multiplan Empreendimentos Imobiliários S.A.,MULTIPLAN   ON  EJ  N2,158971682.0,https://www.multiplan.com.br,Real Estate,Real Estate,Real Estate Services,Brazil,55 21 3031 5402,22640-102,20982.0
MWET3.SA,"2607    11991
Name: CD_CVM, dtype: int64",Wetzel S.A.,WETZEL S/A  ON,668541.0,https://www.wetzel.com.br,Consumer Cyclical,Consumer Cyclical,Auto Parts,Brazil,,89219-600,11991.0
MWET4.SA,"2607    11991
Name: CD_CVM, dtype: int64",Wetzel S.A.,WETZEL S/A  PN,668541.0,https://www.wetzel.com.br,Consumer Cyclical,Consumer Cyclical,Auto Parts,Brazil,,89219-600,11991.0
MYPK3.SA,,Iochpe-Maxion S.A.,"IOCHP,MAXIONON      NM",127566689.0,https://www.iochpe.com.br,Consumer Cyclical,Consumer Cyclical,Auto Parts,Brazil,,012730-900,11932.0
NEOE3.SA,"1812    15539
Name: CD_CVM, dtype: int64",Neoenergia S.A.,NEOENERGIA  ON  EJ  NM,563025966.0,https://www.neoenergia.com,Utilities,Utilities,Utilities - Regulated Electric,Brazil,,,15539.0
NEXP3.SA,"1819    21180
Name: CD_CVM, dtype: int64",Nexpe Participações S.A.,NEXPE       ON,1038549.0,https://www.nexpe.co/en/,Real Estate,Real Estate,Real Estate Services,Brazil,,04565-001,21180.0
NGRD3.SA,,Neogrid Participações S.A.,NEOGRID     ON      NM,4165484.0,https://www.neogrid.com,Technology,Technology,Software - Application,Brazil,,89218-105,25399.0
NINJ3.SA,"1284    25887
Name: CD_CVM, dtype: int64",GetNinjas S.A.,GETNINJAS   ON      NM,50855716.0,https://www.getninjas.com.br,Technology,Technology,Software - Application,Brazil,,01452-001,25887.0
NORD3.SA,,Nordon Indústrias Metalúrgicas S/A,NORDON MET  ON,71181.0,https://www.nordon.ind.br,Financial Services,Financial Services,Shell Companies,Brazil,,09080-620,9083.0
NTCO3.SA,,Natura &Co Holding S.A.,GRUPO NATURAON      NM,811018132.0,https://www.naturaeco.com,Consumer Defensive,Consumer Defensive,Household & Personal Products,Brazil,,05106-000,24783.0
NUTR3.SA,,Nutriplant Indústria e Comércio S/A,NUTRIPLANT  ON      MA,1264054.0,https://www.nutriplant.com.br,Basic Materials,Basic Materials,Agricultural Inputs,Brazil,55 11 4161 2036,06415-110,21334.0
ODPV3.SA,"1857    20125
Name: CD_CVM, dtype: int64",Odontoprev S.A.,ODONTOPREV  ON  EJ  NM,253325955.0,https://www.odontoprev.com.br,Healthcare,Healthcare,Healthcare Plans,Brazil,,06455-000,20125.0
OFSA3.SA,,Ouro Fino Saúde Animal Participações S.A.,OUROFINO S/AON  EJ  NM,7520475.0,https://www.ourofinosaudeanimal.com,Healthcare,Healthcare,Drug Manufacturers - Specialty & Generic,Brazil,,14140-000,23507.0
OIBR3.SA,"1142    25577
1859    11312
2167    19186
2227    25160
2313    23957
2459    25950
Name: CD_CVM, dtype: int64",Oi S.A.,OI          ON      N1,59396858.0,https://www.oi.com.br,Communication Services,Communication Services,Telecom Services,Brazil,,20230-070,25577.0
OIBR4.SA,"1142    25577
1859    11312
2167    19186
2227    25160
2313    23957
2459    25950
Name: CD_CVM, dtype: int64",Oi S.A.,OI          PN      N1,59396858.0,https://www.oi.com.br,Communication Services,Communication Services,Telecom Services,Brazil,,20230-070,25577.0
ONCO3.SA,"1864    26123
Name: CD_CVM, dtype: int64",Oncoclínicas do Brasil Serviços Médicos S.A.,ONCOCLINICASON      NM,276176085.0,https://www.grupooncoclinicas.com,Healthcare,Healthcare,Medical Care Facilities,Brazil,,04543-906,26123.0
OPCT3.SA,"1854    25534
Name: CD_CVM, dtype: int64",OceanPact Serviços Marítimos S.A.,OCEANPACT   ON      NM,111765863.0,https://www.oceanpact.com,Industrials,Industrials,Specialty Business Services,Brazil,,20241-180,25534.0
ORVR3.SA,"1875    25550
1876    25550
Name: CD_CVM, dtype: int64",Orizon Valorização de Resíduos S.A.,ORIZON      ON      NM,36019765.0,https://orizonvr.com.br,Industrials,Industrials,Waste Management,Brazil,,04578-903,25550.0
OSXB3.SA,"1878    21342
Name: CD_CVM, dtype: int64",OSX Brasil S.A.,OSX BRASIL  ON      NM,1288051.0,https://www.osx.com.br,Energy,Energy,Oil & Gas Equipment & Services,Brazil,55 21 3237 5200,22290-906,21342.0
PATI3.SA,,Panatlântica S.A.,PANATLANTICAON,16033012.0,https://www.panatlantica.com.br,Basic Materials,Basic Materials,Steel,Brazil,55 51 3489 1095,94045-405,94.0
PATI4.SA,,Panatlântica S.A.,PANATLANTICAPN,16033012.0,https://www.panatlantica.com.br,Basic Materials,Basic Materials,Steel,Brazil,55 51 3489 1095,94045-405,94.0
PCAR3.SA,,Companhia Brasileira De Distribuicao,"P.ACUCAR,CBDON      NM",447223832.0,https://www.gpari.com.br,Consumer Cyclical,Consumer Cyclical,Department Stores,Brazil,,01402-901,14826.0
PDTC3.SA,"1885    18414
Name: CD_CVM, dtype: int64",Padtec Holding S.A.,PADTEC      ON      NM,18310597.0,https://www.padtec.com.br/en/investor/padtec-holding-en/,Technology,Technology,Communication Equipment,Brazil,,13086-510,18414.0
PEAB3.SA,,Companhia de Participações Aliança da Bahia,PAR AL BAHIAON  ED,7324965.0,https://www.aliancaparticipacoes.com.br,Financial Services,Financial Services,Asset Management,Brazil,,,18708.0
PEAB4.SA,,Companhia de Participações Aliança da Bahia,PAR AL BAHIAPN,7324965.0,https://www.aliancaparticipacoes.com.br,Financial Services,Financial Services,Asset Management,Brazil,,,18708.0
PETR3.SA,,Petróleo Brasileiro S.A. - Petrobras,PETROBRAS   ON  EDJ N2,7950930353.0,https://petrobras.com.br,Energy,Energy,Oil & Gas Integrated,Brazil,,20241-030,9512.0
PETR4.SA,,Petróleo Brasileiro S.A. - Petrobras,PETROBRAS   PN  EDJ N2,7950930353.0,https://petrobras.com.br,Energy,Energy,Oil & Gas Integrated,Brazil,,20241-030,9512.0
PETZ3.SA,"1932    25089
1933    25089
Name: CD_CVM, dtype: int64",Pet Center Comércio e Participações S.A.,PETZ        ON      NM,230836751.0,https://www.petz.com.br,Consumer Cyclical,Consumer Cyclical,Specialty Retail,Brazil,,03035-040,25089.0
PFRM3.SA,,Profarma Distribuidora de Produtos Farmacêuticos S.A.,PROFARMA    ON      NM,40679802.0,https://www.profarma.com.br,Healthcare,Healthcare,Medical Distribution,Brazil,,,20346.0
PGMN3.SA,"1106    22608
Name: CD_CVM, dtype: int64",Empreendimentos Pague Menos S.A.,PAGUE MENOS ON      NM,125498434.0,https://www.paguemenos.com.br,Healthcare,Healthcare,Pharmaceutical Retailers,Brazil,,60025-902,22608.0
PINE3.SA,"272    20567
Name: CD_CVM, dtype: int64",Banco Pine S.A.,PINE        ON      N2,46059686.0,https://www.pine.com,Financial Services,Financial Services,Banks - Regional,Brazil,,04543-900,20567.0
PINE4.SA,"272    20567
Name: CD_CVM, dtype: int64",Banco Pine S.A.,PINE        PN      N2,46059686.0,https://www.pine.com,Financial Services,Financial Services,Banks - Regional,Brazil,,04543-900,20567.0
PLAS3.SA,"1959    13471
Name: CD_CVM, dtype: int64",Plascar Participações Industriais S.A.,PLASCAR PARTON,2281804.0,https://www.plascar.com.br,Consumer Cyclical,Consumer Cyclical,Auto Parts,Brazil,,13213-000,13471.0
PLPL3.SA,"1958    25070
Name: CD_CVM, dtype: int64",Plano & Plano Desenvolvimento Imobiliário S.A.,PLANOEPLANO ON      NM,198111273.0,https://www.planoeplano.com.br,Real Estate,Real Estate,Real Estate - Development,Brazil,,04576-060,25070.0
PMAM3.SA,"1900     9393
1901     9393
2100    18368
2101    18368
Name: CD_CVM, dtype: int64",Paranapanema S.A.,PARANAPANEMAON      NM,19520233.0,https://www.paranapanema.com.br,Basic Materials,Basic Materials,Copper,Brazil,,09220-580,9393.0
PNVL3.SA,,Dimed S.A. Distribuidora de Medicamentos,DIMED       ON  EJ  NM,80131922.0,https://www.dimed.com.br,Healthcare,Healthcare,Drug Manufacturers - General,Brazil,,92990-000,9342.0
POMO3.SA,"1659    8451
Name: CD_CVM, dtype: int64",Marcopolo S.A.,MARCOPOLO   ON      N2,842640675.0,https://www.marcopolo.com.br,Industrials,Industrials,Farm & Heavy Construction Machinery,Brazil,,,8451.0
POMO4.SA,"1659    8451
Name: CD_CVM, dtype: int64",Marcopolo S.A.,MARCOPOLO   PN      N2,842640675.0,https://www.marcopolo.com.br,Industrials,Industrials,Farm & Heavy Construction Machinery,Brazil,,,8451.0
PORT3.SA,"2610    26247
Name: CD_CVM, dtype: int64",Wilson Sons S.A.,WILSON SONS ON      NM,147361082.0,https://www.wilsonsons.com.br,Industrials,Industrials,Marine Shipping,Brazil,,22250-145,26247.0
POSI3.SA,"1989    20362
Name: CD_CVM, dtype: int64",Positivo Tecnologia S.A.,POSITIVO TECON      NM,73329494.0,https://www.positivotecnologia.com.br,Technology,Technology,Computer Hardware,Brazil,,81350-000,20362.0
PRIO3.SA,"2001    27740
2002    22187
Name: CD_CVM, dtype: int64",Prio S.A.,PETRORIO    ON      NM,766186496.0,https://www.prio3.com.br,Energy,Energy,Oil & Gas E&P,Brazil,,22250-040,27740.0
PRNR3.SA,"1998    24236
1999    24236
Name: CD_CVM, dtype: int64",Priner Serviços Industriais S.A.,PRINER      ON      NM,31632563.0,https://www.priner.com.br,Industrials,Industrials,Engineering & Construction,Brazil,,22640-102,24236.0
PSSA3.SA,"1984    16659
Name: CD_CVM, dtype: int64",Porto Seguro S.A.,PORTO SEGUROON      NM,183823081.0,https://www.portoseguro.com.br,Financial Services,Financial Services,Insurance - Diversified,Brazil,,01216-012,16659.0
PTBL3.SA,"1916    13773
Name: CD_CVM, dtype: int64",PBG S.A.,PORTOBELLO  ON      NM,58034432.0,https://www.portobello.com.br,Industrials,Industrials,Building Products & Equipment,Brazil,,88200-000,13773.0
PTNT3.SA,,Pettenati S.A. Industria Têxtil,PETTENATI   ON,29479403.0,https://www.pettenati.com.br,Consumer Cyclical,Consumer Cyclical,Apparel Manufacturing,Brazil,,95010-550,9539.0
PTNT4.SA,,Pettenati S.A. Industria Têxtil,PETTENATI   PN,29479403.0,https://www.pettenati.com.br,Consumer Cyclical,Consumer Cyclical,Apparel Manufacturing,Brazil,,95010-550,9539.0
QUAL3.SA,"2023    22497
Name: CD_CVM, dtype: int64",Qualicorp Consultoria e Corretora de Seguros S.A.,QUALICORP   ON      NM,148440874.0,https://www.qualicorp.com.br,Healthcare,Healthcare,Healthcare Plans,Brazil,,01311-000,22497.0
RADL3.SA,"2034    5258
2035    5258
Name: CD_CVM, dtype: int64",Raia Drogasil S.A.,RAIADROGASILON      NM,832076378.0,https://rdsaude.com.br,Healthcare,Healthcare,Pharmaceutical Retailers,Brazil,,05339-900,5258.0
RAIL3.SA,"2126    26484
2127    15300
2128    17850
2129    17930
2130    15709
2131    17450
2132    17450
Name: CD_CVM, dtype: int64",Rumo S.A.,RUMO S.A.   ON      NM,1217128393.0,https://www.rumolog.com,Industrials,Industrials,Railroads,Brazil,,82920-030,26484.0
RAIZ4.SA,"2038    23230
2039    25917
Name: CD_CVM, dtype: int64",Raízen S.A.,RAIZEN      PN      N2,1210943487.0,https://www.raizen.com.br,Utilities,Utilities,Utilities - Renewable,Brazil,,20031-004,23230.0
RANI3.SA,"1475    2429
Name: CD_CVM, dtype: int64",Irani Papel e Embalagem S.A.,IRANI       ON      NM,103779637.0,https://irani.com.br,Consumer Cyclical,Consumer Cyclical,Packaging & Containers,Brazil,,,2429.0
RAPT3.SA,,Randon S.A. Implementos e Participações,RANDON PART ON  EJ  N1,197328218.0,https://www.randon.com.br/en,Industrials,Industrials,Farm & Heavy Construction Machinery,Brazil,,95055-010,14109.0
RAPT4.SA,,Randon S.A. Implementos e Participações,RANDON PART PN  EJ  N1,197328218.0,https://www.randon.com.br/en,Industrials,Industrials,Farm & Heavy Construction Machinery,Brazil,,95055-010,14109.0
RCSL3.SA,,Recrusul S/A,RECRUSUL    ON,19499429.0,https://www.recrusul.com.br,Industrials,Industrials,Specialty Industrial Machinery,Brazil,,,12572.0
RCSL4.SA,,Recrusul S/A,RECRUSUL    PN,19499429.0,https://www.recrusul.com.br,Industrials,Industrials,Specialty Industrial Machinery,Brazil,,,12572.0
RDNI3.SA,"2109    20451
Name: CD_CVM, dtype: int64",RNI Negócios Imobiliários S.A.,RNI         ON      NM,11209764.0,https://rni.com.br,Real Estate,Real Estate,Real Estate - Development,Brazil,,15085-485,20451.0
RDOR3.SA,"2062    24821
Name: CD_CVM, dtype: int64",Rede D'Or São Luiz S.A.,REDE D OR   ON  EJ  NM,1645156463.0,https://www.rededorsaoluiz.com.br,Healthcare,Healthcare,Medical Care Facilities,Brazil,,03313-000,24821.0
RECV3.SA,,Petroreconcavo S.A.,PETRORECSA  ON      NM,206526807.0,https://petroreconcavo.com.br,Energy,Energy,Oil & Gas E&P,Brazil,,48.280-000,25780.0
REDE3.SA,"2063    3190
Name: CD_CVM, dtype: int64",Rede Energia Participações S.A.,REDE ENERGIAON,8968874.0,https://www.energisa.com.br,Utilities,Utilities,Utilities - Regulated Electric,Brazil,,36770-901,3190.0
RENT3.SA,"1597    19739
1598    19739
Name: CD_CVM, dtype: int64",Localiza Rent a Car S.A.,LOCALIZA    ON  EJ  NM,853221789.0,https://www.localiza.com,Industrials,Industrials,Rental & Leasing Services,Brazil,,31150-000,19739.0
RNEW11.SA,"2076    21636
Name: CD_CVM, dtype: int64",Renova Energia S.A.,RENOVA      UNT     N2,77794087.0,https://www.renovaenergia.com.br,Utilities,Utilities,Utilities - Renewable,Brazil,,,21636.0
RNEW3.SA,"2076    21636
Name: CD_CVM, dtype: int64",Renova Energia S.A.,RENOVA      ON      N2,77794087.0,https://www.renovaenergia.com.br,Utilities,Utilities,Utilities - Renewable,Brazil,,,21636.0
RNEW4.SA,"2076    21636
Name: CD_CVM, dtype: int64",Renova Energia S.A.,RENOVA      PN      N2,77794087.0,https://www.renovaenergia.com.br,Utilities,Utilities,Utilities - Renewable,Brazil,,,21636.0
ROMI3.SA,"1073    25569
2116     7510
Name: CD_CVM, dtype: int64",Romi S.A.,ROMI        ON  EJ  NM,49889208.0,https://www.romi.com,Industrials,Industrials,Industrial Distribution,Brazil,,13459-057,25569.0
RPAD3.SA,"65    9954
Name: CD_CVM, dtype: int64",Alfa Holdings S.A.,ALFA HOLDINGON,74730409.0,https://www.alfanet.com.br,Industrials,Industrials,Conglomerates,Brazil,,01418-000,9954.0
RPAD5.SA,"65    9954
Name: CD_CVM, dtype: int64",Alfa Holdings S.A.,ALFA HOLDINGPNA,74730409.0,https://www.alfanet.com.br,Industrials,Industrials,Conglomerates,Brazil,,01418-000,9954.0
RPAD6.SA,"65    9954
Name: CD_CVM, dtype: int64",Alfa Holdings S.A.,ALFA HOLDINGPNB,74730409.0,https://www.alfanet.com.br,Industrials,Industrials,Conglomerates,Brazil,,01418-000,9954.0
RPMG3.SA,,Refinaria de Petróleos de Manguinhos S.A.,PET MANGUINHON,22553079.0,https://refit.com.br,Energy,Energy,Oil & Gas Refining & Marketing,Brazil,,20930-041,9989.0
RSID3.SA,"2119    16306
Name: CD_CVM, dtype: int64",Rossi Residencial S.A.,ROSSI RESID ON      NM,9826492.0,https://www.rossiresidencial.com.br,Consumer Cyclical,Consumer Cyclical,Residential Construction,Brazil,,04709-111,16306.0
RSUL4.SA,,Metalúrgica Riosulense S.A.,RIOSULENSE  PN,895700.0,https://rio.expert,Consumer Cyclical,Consumer Cyclical,Auto Parts,Brazil,,89164-910,13439.0
SANB11.SA,"276    20532
Name: CD_CVM, dtype: int64",Banco Santander (Brasil) S.A.,SANTANDER BRUNT,739257873.0,https://www.santander.com.br,Financial Services,Financial Services,Banks - Regional,Brazil,,04543-011,20532.0
SANB3.SA,"276    20532
Name: CD_CVM, dtype: int64",Banco Santander (Brasil) S.A.,SANTANDER BRON,739257873.0,https://www.santander.com.br,Financial Services,Financial Services,Banks - Regional,Brazil,,04543-011,20532.0
SANB4.SA,"276    20532
Name: CD_CVM, dtype: int64",Banco Santander (Brasil) S.A.,SANTANDER BRPN,739257873.0,https://www.santander.com.br,Financial Services,Financial Services,Banks - Regional,Brazil,,04543-011,20532.0
SAPR11.SA,,Companhia de Saneamento do Paraná - SANEPAR,SANEPAR     UNT     N2,1208556390.0,https://www.sanepar.com.br,Utilities,Utilities,Utilities - Regulated Water,Brazil,,80215-900,18627.0
SAPR3.SA,,Companhia de Saneamento do Paraná - SANEPAR,SANEPAR     ON      N2,1208556390.0,https://www.sanepar.com.br,Utilities,Utilities,Utilities - Regulated Water,Brazil,,80215-900,18627.0
SAPR4.SA,,Companhia de Saneamento do Paraná - SANEPAR,SANEPAR     PN      N2,1208556390.0,https://www.sanepar.com.br,Utilities,Utilities,Utilities - Regulated Water,Brazil,,80215-900,18627.0
SBFG3.SA,"1314    24694
Name: CD_CVM, dtype: int64",Grupo SBF S.A.,GRUPO SBF   ON      NM,149164707.0,https://ri.gruposbf.com.br,Consumer Cyclical,Consumer Cyclical,Specialty Retail,Brazil,,05425-070,24694.0
SBSP3.SA,,Companhia de Saneamento Básico do Estado de São Paulo - SABESP,SABESP      ON      NM,457944777.0,https://www.sabesp.com.br,Utilities,Utilities,Utilities - Regulated Water,Brazil,,05429-900,14443.0
SCAR3.SA,,São Carlos Empreendimentos e Participações S.A.,SAO CARLOS  ON      NM,26517480.0,https://www.scsa.com.br,Real Estate,Real Estate,Real Estate Services,Brazil,,04543-904,13781.0
SEQL3.SA,"2227    25160
Name: CD_CVM, dtype: int64",Sequoia Logística e Transportes S.A.,SEQUOIA LOG ON      NM,16500200.0,https://www.sequoialog.com.br,Industrials,Industrials,Integrated Freight & Logistics,Brazil,,,25160.0
SGPS3.SA,"2301    20966
Name: CD_CVM, dtype: int64",Springs Global Participações S.A.,SPRINGS     ON      NM,4708000.0,https://ri.springs.com,Consumer Cyclical,Consumer Cyclical,Textile Manufacturing,Brazil,,39404-005,20966.0
SHOW3.SA,"2338    22454
Name: CD_CVM, dtype: int64",T4F Entretenimento S.A.,TIME FOR FUNON      NM,55891811.0,https://www.t4f.com.br,Consumer Cyclical,Consumer Cyclical,Leisure,Brazil,,05411- 000,22454.0
SHUL4.SA,"2204    14664
Name: CD_CVM, dtype: int64",Schulz S.A.,SCHULZ      PN,151956076.0,https://www.schulz.com.br,Consumer Cyclical,Consumer Cyclical,Auto Parts,Brazil,,89219-600,14664.0
SIMH3.SA,"2258    25003
Name: CD_CVM, dtype: int64",SIMPAR S.A.,SIMPAR      ON      NM,217917177.0,https://ri.simpar.com.br,Industrials,Industrials,Rental & Leasing Services,Brazil,,04530-001,25003.0
SLCE3.SA,,SLC Agrícola S.A.,SLC AGRICOLAON      NM,195723959.0,https://www.slcagricola.com.br,Consumer Defensive,Consumer Defensive,Farm Products,Brazil,,91330-002,20745.0
SMFT3.SA,"2269    24260
2270    24260
Name: CD_CVM, dtype: int64",Smartfit Escola de Ginástica e Dança S.A.,SMART FIT   ON  EJS NM,254733999.0,https://www.smartfit.com.br,Consumer Cyclical,Consumer Cyclical,Leisure,Brazil,,,24260.0
SMTO3.SA,"2191    20516
Name: CD_CVM, dtype: int64",São Martinho S.A.,SAO MARTINHOON      NM,141877031.0,https://www.saomartinho.com.br,Basic Materials,Basic Materials,Specialty Chemicals,Brazil,,14850-000,20516.0
SNSY5.SA,"2171    12696
Name: CD_CVM, dtype: int64",Sansuy S.A.,SANSUY      PNA,3102764.0,https://sansuy.com.br,Consumer Cyclical,Consumer Cyclical,Auto Parts,Brazil,,06830-900,12696.0
SOJA3.SA,"364    25704
Name: CD_CVM, dtype: int64",Boa Safra Sementes S.A.,BOA SAFRA   ON      NM,56713029.0,https://www.boasafrasementes.com.br,Basic Materials,Basic Materials,Agricultural Inputs,Brazil,,73813-014,25704.0
SOND3.SA,,Sondotécnica Engenharia de Solos S.A.,SONDOTECNICAON,340222.0,https://www.sondotecnica.com.br,Industrials,Industrials,Engineering & Construction,Brazil,55 21 2102 7100,22270-900,10880.0
SOND5.SA,,Sondotécnica Engenharia de Solos S.A.,SONDOTECNICAPNA,340222.0,https://www.sondotecnica.com.br,Industrials,Industrials,Engineering & Construction,Brazil,55 21 2102 7100,22270-900,10880.0
SOND6.SA,,Sondotécnica Engenharia de Solos S.A.,SONDOTECNICAPNB,340222.0,https://www.sondotecnica.com.br,Industrials,Industrials,Engineering & Construction,Brazil,55 21 2102 7100,22270-900,10880.0
SRNA3.SA,"2229    26441
Name: CD_CVM, dtype: int64",Serena Energia S.A.,SERENA      ON      NM,495558841.0,https://www.us.srna.co/,Utilities,Utilities,Utilities - Renewable,Brazil,,,26441.0
STBP3.SA,"2184    17892
2185    17892
Name: CD_CVM, dtype: int64",Santos Brasil Participações S.A.,SANTOS BRP  ON      NM,826718712.0,https://www.santosbrasil.com.br,Industrials,Industrials,Marine Shipping,Brazil,,04534-011,17892.0
SUZB3.SA,"2331     9067
2332    13986
Name: CD_CVM, dtype: int64",Suzano S.A.,SUZANO S.A. ON  EJ  NM,184436361.0,https://www.suzano.com.br,Basic Materials,Basic Materials,Paper & Paper Products,Brazil,,41810-012,9067.0
